ID,Position,Company,Location,Job Type,Pay,Shift and Schedule,Website URL,Job Description,URL
974,Business Development Intern,BuzzerXO,Remote,Internship  ,,,,"Are you passionate about exploring new opportunities, building relationships, and driving growth?     We're seeking a dynamic and motivated Business Development Intern to join our team at BuzzerXO. This is an exciting opportunity to gain hands-on experience in a fast-paced environment and contribute to our expansion initiatives.    About Us:    BuzzerXO is a group of young individuals dedicated to revolutionizing the way brands engage with their audiences online. Our team of digital natives understand the pulse of media and resonates with the next generation of consumers. Let's create some spark together.    Roles and Responsibilities include:    1.   Lead Generation:   Identify and prospect potential clients through various channels like LinkedIn, Fiverr, UpWork.   2.   Outreach:   Initiate and maintain communication with leads via email, phone calls, and social media.   3.   Market Research:   Conduct market analysis to identify opportunities and target demographics.   4.   Relationship Management:   Keep relationships with existing clients and partners to maintain long-term partnerships.   5.   Collaboration:   Coordinate with the team to align strategies and achieve business goals.   6.   Reporting:   Track and analyze sales performance metrics to assess progress and identify areas for improvement.   7.   Learning and Development:   Stay updated on industry trends and best practices in business development through continuous learning and professional development opportunities.    Requirements:    · Currently pursuing a degree in Business Administration, Marketing, or a related field.   · Strong communication and interpersonal skills.   · Ability to work independently and as part of a team.   · Proficiency in Microsoft Office Suite and familiarity with CRM software (e.g., Salesforce).   · Previous experience in sales, marketing, or business development is a plus.    Why Join Us:    · Gain valuable experience and mentorship in business development.   · Opportunity to work with a talented and supportive team.   · Flexible work environment with the option for remote work.   · Potential for growth and advancement within the company.    Please send your CV and cover letter to business@buzzerxo.com    Job Type: Internship Contract length: 3 months   Application Question(s):      Do you have any experience in pitching brands for college fests or any other event? If YES, then please explain how did you get a brand.     Work Location: Remote",https://in.indeed.com/rc/clk?jk=39795238812e5488&bb=xcw6_ZALDlG-X_Mx6OwWfyA4yGgdKszdGpeOrT7S5NwuGUnGaR4cdvyTRHx_0Q_SthDoyhqILoz66jl7DV79AEib_TIKHoOxjwC5PtTWIb-cGiv2ByXFDytuZey3dPwi&xkcb=SoBL67M3_VMYdHA9_r0GbzkdCdPP&fccid=f410645a44e7724f&cmp=BuzzerXO&ti=Business+Development+Intern&vjs=3
975,HR Intern,HowToAbroad OPC Pvt. Ltd.,Remote,Full-time  Internship  ,,Morning shift  Day shift  ,,"We are seeking a proactive and motivated HR Intern to join our team. As a Remote HR Intern, you will have the opportunity to gain valuable experience in various aspects of human resources, including recruitment, employee relations, and administrative tasks. This internship offers flexibility and the chance to develop essential HR skills while working from a remote location.    Key Responsibilities       Staff recruitment and associated activities like developing job description, job adverts, shortlisting, interviewing etc.    Developing and conducting employee orientation and induction programs.    Maintain, update employees data.    Maintaining historical employee records, scheduling, monitoring employee appraisals.    Preparing various HR letters (Offer letter, appointment letter etc)      Requirements       Any graduate or Post graduate/ Masters    Basic Excel and PowerPoint skills    Ethics and integrity    Excellent influencing and negotiating skills.    Good communication and interpersonal skills.    0 to 6 months of experience    Previous experience or coursework in HR is a plus but not required.     Job Types: Full-time, Internship Contract length: 4 months   Pay: ₹1,500.00 - ₹2,000.00 per month   Benefits:      Paid sick time    Work from home     Schedule:      Day shift    Morning shift     Supplemental pay types:      Performance bonus     Experience:      total work: 1 year (Preferred)     Work Location: Remote",https://in.indeed.com/rc/clk?jk=240aa708ae4971d9&bb=xcw6_ZALDlG-X_Mx6OwWf3D1klZVDI05sXSmc8lgd0dmmMxY9n8Y1hj8nZIe5nHR8xJDNrdYeS5S7EWjJp7xwJ5kP8xH5-xqTFp81d4YA6RUpgjvUoseUD4mezfOXTcz&xkcb=SoDW67M3_VMYdHA9_r0FbzkdCdPP&fccid=4b1ec2946a432cba&cmp=HowToAbroad-OPC-Pvt.-Ltd.&ti=Human+Resources+Intern&vjs=3
976,Digital Marketing Intern,TargetG,"Bengaluru, Karnataka",Full-time  Internship  ,,,https://www.targetg.in/career/digital-marketing-intern/,"As a Digital Marketing Intern, your roles and responsibilities may include:       Social Media Management:  Assist in the development and execution of social media strategies across various platforms such as Facebook, Instagram, Twitter, and LinkedIn. This may involve creating content, scheduling posts, analysing metrics, and engaging with followers.       Content Creation:  Collaborate with the marketing team to create high-quality content such as blog posts, infographics, videos, and newsletters. This may also involve conducting research, drafting copy, and editing content.       Search Engine Optimization (SEO):  Work with the marketing team to optimise website content, keyword research, and improve website rankings on search engines.       Email Marketing:  Assist in creating and managing email marketing campaigns, including developing content, designing templates, and analysing metrics to improve performance.       Analytics and Reporting:  Assist in tracking and analysing marketing performance metrics, such as website traffic, social media engagement, email open rates, click-through rates, and conversion rates.       Research and Analysis:  Conduct research on industry trends, competitive analysis, and customer insights to provide recommendations on improving the company’s digital marketing strategy.       Collaboration:  Work with the marketing team and other departments to develop and implement integrated marketing campaigns.      Overall, as a Digital Marketing Intern, you will be responsible for supporting the marketing team in executing digital marketing campaigns, analysing data, and contributing to the company’s overall marketing strategy.       Requirements of a Digital Marketing Intern:            Bachelor’s degree (Domain-specific courses would be an addition to the role)       Willing to work from the office (5 days a week)       Fluency in the English Language is mandatory.       Adaptability and creativity with respect to the latest Digital Marketing Trends.            Internship Duration –  3 Months                                  Job Category:  Head of Client Services                    Job Type:  Full Time                    Job Location:  Bangalore",https://in.indeed.com/rc/clk?jk=6407dcca9a963558&bb=B7ybFc64wrc0MeuvTx3bcT_2D1y7liduOQqbw9pKW6hXJh1b6Eq6cNaVD_lQ5ow8Nk6gH2jxvz5Qsh0KdNHty1p6TzJ7yEVF4rjmHvJXYy1E8ojyQMLWoUw4W9Xqo-a8&xkcb=SoBn67M3_VMv-yhRfj0LbzkdCdPP&fccid=15d27f88405a399d&vjs=3
977,SEO Content Writing Intern,Tring India,Maharashtra,Internship  ,,,https://www.tring.co.in/tring/careers,"About the job                    The ideal candidate possesses a passion for writing and an innovative ability to create successful marketing campaigns and aid in creating company growth. You will be responsible for generating exciting and compelling stories on both digital and print sources of media.            Roles and Responsibilities :                Write for motion graphic videos, promos, adverts, explainer videos.      Write Blogs for animation and content production.      Write Scripts for animation/motion graphics/live action for promos, adverts, virals, explainers.      Develop concepts, ideas, scripts, pitches, visual treatments, outlines for solid execution of promos and spots.      Understand product and requirements and pitches concepts/scripts to them.      Must have suitable judgement to cater to different target audiences, age groups, etc.      Should have basic idea or at least have an interest for storytelling.                    Desired Candidate Profile:                     A graduate with a good command over the English language.      An ability to work in a team with good communication skills.      A knack for editing and proof reading with good research skills.      Ability to write in a variety of formats and styles for multiple audiences.      Should have the ability to promote an idea or concept.",https://in.indeed.com/rc/clk?jk=5ecd5314078dc271&bb=B7ybFc64wrc0MeuvTx3bcZJKfpQuG1XbsV-1h_QC6pTQgI0ICAC47YrqRAsD6rlLADAUQya-J3hfMUEGzHsd4LfYk9DRVmhZIu32ZJyf_hrB6g6UEJHhnBp19VZoHBGe&xkcb=SoDT67M3_VMv-yhRfj0KbzkdCdPP&fccid=1b5575f68639a457&vjs=3
978,Business Support Analyst Intern,odoo,Gujarat,Internship  ,,,https://www.odoo.com/jobs/business-support-analyst-intern-rs20000-00-month-stipend-692?utm_campaign=Job+Campaign&utm_medium=Website&utm_source=IndeedSponsor,"401 &amp; 402, 4th Floor, IT Tower 3, InfoCity, Gandhinagar 382007, Gujarat GJ, India                    Services / Business Support                                Are you looking for an internship in your last year of study for minimum 4 months? Are you ready to learn fast and work with professionals?          Join our experienced team of Business Analysts.         Each intern has a chance to see the impact of his work and make a real contribution to the success of the company.    Survival Guide                             Users of the Product           7,000,000                         Company Growth           60% Year over year                         Company Maturity           Profitable                                                     What do we look for?                      You will be integrated into a great work ambiance, in a rich function, with a lot of opportunities to learn. As a Business Analyst, ys an intern, you will join the Professional Services Department [A young and fast-evolving team (read the incredible story of how we grew from 1 to 250 employees)] which is responsible for implementation projects and for helping Odoo customers with their use of Odoo business apps.          With 1547% growth in 4 years, Odoo is the fastest growing IT company in Belgium (see our awards).                                                 Product Complexity                                          Personal Evolution                                          Autonomy                                          Customer Relationship                                                                                            Responsibilities                             Provide services to our customers             Analyze customer needs             Negotiate the required resources             Follow and check the development part              Help with the configuration of the software                                                       Must Have                            MBA Student either in the last semester or completed.           Good knowledge of business processes AND/OR Accounting             Fluent in English (written and spoken)           Communicator and negotiator             Affinity with the IT world                                                      Nice to Have                            Knowledge in accounting             Autonomous             Proactive           Dynamic             Fun team player                                                               Why should you say 'YES' to this internship opportunity?                  Get Good Benefits          Great team of very smart people, in a friendly and open culture.          No specific start date, we recruit interns all year long.          Real responsibilities and challenges in a fast-evolving company.          Situated at a prime location in Gandhinagar          A pleasant and friendly working environment for you to flourish",https://in.indeed.com/rc/clk?jk=86b498c9135e6796&bb=B7ybFc64wrc0MeuvTx3bcXoPlAxYEyARci5rRtJ0eang3hcQrUqZFDYMIjmXkAHEOkTAOfCLZ9a2-AwBEDxqiH3LDNtcJyt8Kxdn1sWgatqr_dAOhYSwjQ4uz8ceZ3eg&xkcb=SoBO67M3_VMv-yhRfj0JbzkdCdPP&fccid=fb760e4fd5fa7bc8&vjs=3
979,Interns for the India Clean Air Summit 2024,CSTEP,"Bengaluru, Karnataka",Fresher  Internship  ,,,https://cstep.in/career.php,"The interns would be involved in organising the India Clean Air Summit (ICAS)—CSTEP’s flagship event on air pollution. The event serves as an important platform for shaping the narrative and driving action on air quality in India.           Vacancies                           2–3                          Responsibilities                  Assist team members in planning the flagship conference at CSTEP.          Call for sponsorships, engage with new and existing sponsors.          Engage with vendors for event logistics.          Draft short memos for each session, and act as a rapporteur for all sessions.          Help in drafting press releases.          Assist travel desks with logistics and other arrangements.          Manage the registration desk, conference kits, and guest badges.          Liaise with different departments within CSTEP for preparing, designing, and printing collaterals.          Draft emails for speakers, sponsors, and students.          Assist core team in all other tasks on a need basis.                          Qualifications                          Graduates in any discipline from a recognised university.                         Experience                          2–6 months of experience working on similar assignments is desirable, but freshers can also apply.                          Skill Set                  Full proficiency in MS Office.          Excellent written and verbal communication skills in English.          Proficiency in Kannada and Hindi (spoken) is preferred.          Experience in organising events or working with event management companies would be an advantage.                                 Location                          Bengaluru                          Duration                          3 months (June to August 2024)                          How to apply                   Please send an email to careers@cstep.in with the subject ""Application: Intern – India Clean Air Summit 2024"", and attach a copy of your updated CV, along with a cover letter.",https://in.indeed.com/rc/clk?jk=ab759bb95b09d94e&bb=B7ybFc64wrc0MeuvTx3bcWPeymXCG4Z8aXPVdrxoy3CgNb-cC1t-ABoRBe4aw7ojzdbdbSY0DHkp3YDCL2s4Qy9N7maXdoRIxdTdaNgQEVDcAIfHwiiYMbch6NQ0Zt0U&xkcb=SoD667M3_VMv-yhRfj0IbzkdCdPP&fccid=7caefcd0eba41581&vjs=3
980,Linkedin Marketing/ Digital marketing,Blackcoffer (OPC) Pvt. Ltd,Remote,Full-time  Internship  ,"From ₹6,000 a month  ",Day shift  ,,"Selected intern's day-to-day responsibilities include:   1. Develop and implement LinkedIn marketing strategies to increase brand visibility and engagement 2. Create and curate compelling content for LinkedIn and other marketing channels to drive leads and customer acquisition 3. Craft engaging and personalized messages to initiate meaningful conversations with potential customers 4. Qualify leads by assessing needs and pain points to ensure a good fit with our solutions 5. Execute targeted advertising campaigns on LinkedIn, optimizing for maximum ROI 6. Analyze LinkedIn analytics to measure campaign success and adjust strategies as needed 7. Engage with industry influencers and partners on LinkedIn to expand our reach and credibility 8. Coordinate cross-platform marketing efforts to ensure brand consistency and amplify message impact 9. Manage CRM systems to track leads and customer interactions stemming from LinkedIn activities 10. Organize webinars and virtual events to engage with the LinkedIn community and beyond 11. Stay updated on LinkedIn trends and best practices, applying insights to boost marketing effectiveness   Skills and qualifications:   1. Bachelor's degree in marketing, business, or related field 2. 0-2 years of experience in marketing roles with a strong emphasis on LinkedIn and digital marketing 3. Immediate availability for joining our dynamic team 4. Quick learner with the ability to grasp and apply new marketing techniques swiftly 5. Must be proficient in both written and verbal communication, and able to engage effectively with clientsSkill(s) requiredDigital MarketingEmail MarketingLead GenerationLinkedIn MarketingSearch Engine Marketing (SEM)   Job Types: Full-time, Internship   Pay: From ₹6,000.00 per month   Benefits:      Flexible schedule    Health insurance    Paid time off     Schedule:      Day shift     Supplemental pay types:      Performance bonus    Yearly bonus     Education:      Bachelor's (Preferred)     Experience:      total work: 1 year (Required)     Work Location: Remote",https://in.indeed.com/rc/clk?jk=43da6fe7fe14459c&bb=B7ybFc64wrc0MeuvTx3bcY7AGe4Lk06exxm-zvkq_vNkY227fmKf95W1S44ejY8gmkEx5cBnSUl8K9OwcdD20n8ULGdDY6DPcBWIYfxfgzAIOdpyHBAQffVt9DoLv-Xb&xkcb=SoB067M3_VMv-yhRfj0PbzkdCdPP&fccid=ce973a76eba7f775&cmp=Blackcoffer-%28OPC%29-Pvt.-Ltd&ti=Digital+Marketer&vjs=3
981,SOCIAL MEDIA AD MANAGER INTERNSHIP,Socio Labs,Remote in India,Internship  ,,,https://sociolabs.in/career/,"We at  Socio Labs  are a dedicated workaholic group who love the digital world. We craft fresh digital makeovers for your business. We work in cohesion, enjoying the entire journey from brainstorming sessions to the final outcome. Our passionate team works as per client needs and demands. Our amalgamation of creativity and technology will restyle your websites, social media, ranking in search engine researches and bring you quality leads for efficient conversions. Use custom-tailored ideas and marketing parcels will help you climb the ladder of success in digital space.      Responsibilities of the intern          Lead generation      E-commerce ads through Facebook and Instagram         Skills:  Good interpersonal communication, possess marketing skills, analytical dexterity and understanding of Facebook tools      Location:  Work from home      Commencing date:  Immediately      Duration:  2 months (minimum)      Working Hours:  11am- 6pm (approximately)      Incentives:          Offer letter (4 days after joining)      Letter of Recommendation      Certificate      Flexible work hours         Internship will be unpaid and voluntary.",https://in.indeed.com/rc/clk?jk=ffb69f4039414ad2&bb=B7ybFc64wrc0MeuvTx3bcbLVE5TQtERgbwrdaMG6yhxBo0crSJ6t1930gnyup9Tw-jktWkozmhN6Zs4u5JI83YYL6JBWTGrPvcjboOWE9gyZTj_wyJh0qgpbhcpJE8Sm&xkcb=SoDA67M3_VMv-yhRfj0ObzkdCdPP&fccid=992f53505646c3e1&vjs=3
982,Social Media Intern,GetMarketed,"Jaipur, Rajasthan",Full-time  Internship  ,,,https://getmarketed.in/careers/,"What we are expecting you to do?          You’ll be the digital pulse of our agency.      Helping us to stay on the beat of social media trends and audience interests.      You’ll get hands-on experience in crafting engaging content, managing posts, and interacting with our online community, keeping our digital presence lively and engaging.",https://in.indeed.com/rc/clk?jk=03665dcbd89d2a0d&bb=B7ybFc64wrc0MeuvTx3bcWPeymXCG4Z8w9vXeFPuozOfeE-Ltd3CyKdV84Z07Yr7ASPTWbKoojkrQuJvR65rrkupC6pxzE9MDgC3HgR8Zi_Q5Cmm8ZG5Emvu4fl4nGK1&xkcb=SoBd67M3_VMv-yhRfj0NbzkdCdPP&fccid=9c014c65cabb73c2&vjs=3
983,"Internship- Brand Partnership, Collaborations and Tie-up",social pill,"Andheri, Mumbai, Maharashtra",Full-time  Internship  ,"₹5,000 a month  ",Day shift  Monday to Friday  ,,"Selected intern's day-to-day responsibilities include:   1. Ideating marketing strategies for brands 2. Research &amp; reaching out to brands and retail outlets to forge partnerships &amp; alliances with brands &amp; retail brands and build the repository of database. 3. Ensuring the partnership is fulfilled   Note: This is a full-time internship, so we would prefer a candidate who has completed college.   Job Types: Full-time, Internship   Contract length: 3 months   Pay: ₹5,000.00 per month   Schedule:      Day shift    Monday to Friday     Education:      Bachelor's (Preferred)     Experience:      total work: 1 year (Preferred)     Work Location: In person   Job Types: Full-time, Internship Contract length: 3 months   Pay: ₹5,000.00 per month   Schedule:      Day shift     Application Question(s):      Do you have a laptop ?    Can you commute to Andheri West ?    When can you Join ?     Education:      Bachelor's (Preferred)     Work Location: In person",https://in.indeed.com/rc/clk?jk=5dd0806a5d88ba86&bb=B7ybFc64wrc0MeuvTx3bcSGiSFi391iHwAvQAEpoKtHZninrQmmy7Wea7ZnHPI7PBoOEip19-MRpAtuexYDxlIrPE1zaHg-qpoOXoFviDIq8tlAqEKFuicT___2oHWCr&xkcb=SoDp67M3_VMv-yhRfj0MbzkdCdPP&fccid=b82433d3b80e2399&cmp=Social-Pill&ti=Intern&vjs=3
984,Operations officer intern,The Dreamz Unlimited,"Andheri, Mumbai, Maharashtra",Internship  ,,,https://thedreamzunlimited.com/career/,"Join The Team                           Get to know us and join our team. We’d love to have more talented people on board.                      Ready To Make an Impact?        Join our Team                               Our Mission                  To provide essential and differentiated services to a larger number of people and sectors to achieve their aspirations.                                               Making an Impact                  We inspire our people to deliver value—mentoring and developing future leaders and colleagues for life.                                               Company Culture                  “Our team is clear on its goals and we are incentivized through compensation structure and recognition. With this foundation, we can define how we will accomplish targeted goals.”                                 Design, implement policies to promote company’s culture and vision, and oversee operations to keep businesses on track                                      Perks &amp; Benefits                                                               }                           Competitive Salary                      Let’s approach the positive angle – a with a competitive salary package                                                             z                           Company Parties                      Celebrations are proven to lead to a boost in positive feelings.                                                             w                           Company Trips                      A retreat can help everyone rekindle their creativity and teamwork by relaxing together.                                                                                Paid Vacation                      The health  benefits  of taking  time off  are many, and they improve both mental and physical health.                                                             T                           Targeted Bonuses                      Defining performance expectations and payouts for achievement.                                                                       Key features                      creating a friendly environment , will promote a sense of knowledge and sharing within the team",https://in.indeed.com/rc/clk?jk=22a7aacca0e86c58&bb=B7ybFc64wrc0MeuvTx3bcQZ3xd26aDQ_8BVZcwr5xUWNLEUl3Q60TeqlOtaDAebEjG_unQrN20slTQjvZhApCOOMyCuOANuVHCE3vak-oq-3pVWzxEQ-F29oGkXfAggo&xkcb=SoAA67M3_VMv-yhRfj0DbzkdCdPP&fccid=c20f122016ddf5ce&vjs=3
985,Company Secretary Trainee (Internship),Policy Planner Insurance Brokers Pvt Ltd,"Pune, Maharashtra",Full-time  Internship  ,,Day shift  ,,"Exposure   Ensure compliance with statutory and regulatory requirements, Annual filing, FEMA compliance.   Maintain corporate governance standards.   Draft of minutes and other documents.   Due diligence,RERA compliance and Insurance companies compliance.   Draft and file legal documents and reports.   Provide guidance on corporate law and governance matters.   All other work of secretarial.   Strong knowledge of corporate law and governance principles.   Excellent communication and interpersonal skills.   Attention to detail and ability to work under pressure.   Joining on immediate basis   Job Types: Full-time, Internship   Schedule:      Day shift     Work Location: In person",https://in.indeed.com/rc/clk?jk=c024d75b16b60a87&bb=B7ybFc64wrc0MeuvTx3bcZlIOi9EpFO5hmzzPnFNs1DuLxhNMA4WQt01IyrsqCud0h4UiD5WTxKUq0oOrUlXJ6q1X2VulPR5JaRYt5dOapCvA9nPkQmVmQxuAZfBEWYo&xkcb=SoC067M3_VMv-yhRfj0CbzkdCdPP&fccid=31c0027b3ada19db&cmp=Policy-Planner-Insurance-Brokers-Pvt-Ltd&ti=Intern&vjs=3
986,Internship Training,cherub software pvt ltd,"Remote in Mohali, Punjab",Internship  ,"₹5,000 - ₹6,000 a month  ",,,"Join Our Team as a Python Intern!    Are you passionate about coding and eager to gain real-world experience in Python development? We're seeking enthusiastic individuals to join our team as Python interns. This internship offers a hands-on opportunity to work on exciting projects and learn from experienced developers in a dynamic environment.    Responsibilities:       Collaborate with our development team to create and maintain Python-based applications.    Write clean, efficient, and well-documented code.    Participate in code reviews and debugging sessions.    Assist in testing and troubleshooting software issues.      Requirements:       Proficiency in Python programming language.    Strong understanding of basic programming concepts and data structures.    Ability to work independently and in a team environment.    Excellent problem-solving skills and attention to detail.    Prior experience with web development frameworks is a plus but not required.      Benefits:       Gain practical experience in Python development.    Work closely with experienced developers and mentors.    Flexible working hours and the opportunity to work remotely.    Potential for future employment opportunities based on performance.      Duration:  6 months    Location:  Mohali   Job Type: Internship   Pay: ₹5,000.00 - ₹6,000.00 per month",https://in.indeed.com/rc/clk?jk=6bd664886ced42f2&bb=B7ybFc64wrc0MeuvTx3bcfVvdEep2f4FTMl8v4H25EbEFCnEpiSYaOzWrCVpmTz4jlkkMEzeNvOTN76ldj3Jx8PBYiN7_Pcc5TJiFhYJdweJoNjzONsJyeYKpqgeRhVH&xkcb=SoAp67M3_VMv-yhRfj0BbzkdCdPP&fccid=36c4a286066c7529&cmp=cherub-software-pvt-ltd&ti=Intern&vjs=3
987,Marketing & Business Development Intern,Viacom India LLP,"Remote in Gurugram, Haryana",Internship  ,"₹3,000 - ₹5,000 a month  ",Day shift  Monday to Friday  ,,"About the work from home job/internshipSelected intern's day-to-day responsibilities include:   1. Working with senior team members to identify needs and propose video project solutions 2. Working on proposal writing, presentation, and pitching 3. Working on convincing, engaging, and negotiating at their best 4. Developing new contacts, meeting new people, and building a network 5. Working on new business acquisitions for video creation business 6. Operating functions through CRM-salesforce 7. Developing customized inbound targeted sales strategies 8. Creating informative presentations and delivering information to clients at client meetings 9. Collaborating with the outbound sales team to synergize sales activities 10. Managing end-to-end business processes right from pitching, planning, and closing the deal 11. Working on the execution of successful development strategies 12. Taking care of all inbound leads and connecting with prospective clients 13. Working on audio-video production, online video content, TV commercials, and the broader media marketplace   Job Type: Internship Contract length: 3 months   Pay: ₹3,000.00 - ₹5,000.00 per month   Schedule:      Day shift    Monday to Friday     Supplemental pay types:      Commission pay    Performance bonus     Work Location: In person",https://in.indeed.com/rc/clk?jk=b1a37dd4ab208295&bb=B7ybFc64wrc0MeuvTx3bcczZS6D7GFxsL4FjcuI_hNO4DYZeA_Hwz_d53f97VnhqLr60uwGV54iWt_doorg_LtlMZY1UnnBE77e1xI-yXIRue885xpeSl39kyPXpApVq&xkcb=SoCd67M3_VMv-yhRfj0AbzkdCdPP&fccid=ae6321a7dfafda01&cmp=Viacom-India-LLP&ti=Business+Development+Intern&vjs=3
988,HR Intern,Uniconverge Technologies,"Noida, Uttar Pradesh",Internship  ,"₹5,000 - ₹6,000 a month  ",,,"An HR intern will be responsible for      administrative tasks in the HR department    updating employee records,    screening resumes, and scheduling interviews.    Assist in attendance, recruitment, and employee development, supporting HR policies and procedures.     Job Type: Internship Contract length: 4 months   Pay: ₹5,000.00 - ₹6,000.00 per month   Experience:      total work: 1 year (Preferred)     Work Location: In person   Expected Start Date: 30/05/2024",https://in.indeed.com/rc/clk?jk=d3fe698c88323a45&bb=B7ybFc64wrc0MeuvTx3bcZlIOi9EpFO5uCzDZd_x0kLunuN0y-qH9YDbsSYNnJ9XEVbN0oTu2TmEuTGZW88e1DsrE4mjhISO-oSzyN5kZeJjnH6MLHcSdvBnpKFzdleX&xkcb=SoAT67M3_VMv-yhRfj0HbzkdCdPP&fccid=0e7999c88c6d43b5&cmp=Uniconverge-Technologies&ti=Human+Resources+Intern&vjs=3
989,Branded Content Intern - GCN,Only Much Louder,"Mumbai, Maharashtra",Internship  ,,Weekend availability  ,https://oml.freshteam.com/jobs/l0gT59wwMCiS/branded-content-intern-gcn?ft_source=4000018796&ft_medium=4000015612,"About OML:     &amp;nbsp;    Only Much Louder Entertainment is a market-leading, full-service creative and entertainment business network that has instigated pop culture for over two decades by creating iconic moments across television, digital content, fan experiences, branded entertainment and in the artist-creators community. Celebrated for creating India's first multi-genre music festival, the NH7 Weekender, Only Much Louder has built India’s independent music and comedy scene from the ground-up. They won the first-ever Branded Content and Entertainment Cannes Lion for ‘Dewarists’ and have been the first homegrown content business to have a strong footprint in over 22 countries.   Today, Only Much Louder businesses include :-    Artist Management:  Representing the best talent in the country including comedians, actors, chefs, hosts, writers, directors, creators, illusionists, &amp;nbsp;and more.    Content Studio:  Developing and producing original long-form scripted and unscripted content for television and streaming platforms since 2016 with over 32 shows and 69 comedy specials, across Amazon Prime, Netflix, MTV, Disney Hotstar and more.    Branded Content:  With businesses in the creative and branded content space Only Much Louder &amp;nbsp;has serviced some of the biggest global brands like Tinder, Netflix, OPPO India, Amazon, Tira Beauty, &amp;nbsp;Canva India and more.       1862:  A groundbreaking branded content and influencer marketing agency with active campaigns in 22 countries and teams in Russia, Poland, Nigeria and Japan.     GCN:  The full-service strategic and creative agency at the intersection of advertising, branded content, communication design and social media.      Hypothesis:&amp;nbsp; Over two decades of working with agencies, brands and influencers has helped us identify gaps and challenges in influencer marketing, resulting in Hypothesis, a comprehensive AI-enabled influencer marketing platform that services the entire influencer marketing journey and has executed more than 150 campaigns.   About the Role:   We're on the lookout for creative individuals who are bursting with creativity! If you're a visionary with a knack for crafting campaigns and driving positive change through visual content and communications, then buckle up because this opportunity is tailor-made for you!   Key responsibilities:   1. Embark on a journey through the digital and social landscapes of India, stay ahead of the curve on local trends.   2. Navigate the creator landscape with finesse, forging connections and building relationships that will set your campaigns apart.   3. Master the art of negotiation as you work your magic with vendors and content creators, ensuring maximum impact while minimizing costs.   4. Unleash your creativity with your pitch-perfect decks and maintain reports that will leave your clients in awe.   5. Dive deep into data analysis, extracting insights and weaving them into the fabric of our ongoing campaigns for maximum impact.   6. Collaborate seamlessly with cross-functional teams, rallying designers, copywriters, and creators alike to bring our visions to life.   7. Seize the opportunity on social media campaigns under the expert guidance of our leads, bringing your unique flair to every project.   8. Transform client requirements into innovative solutions that defy expectations and push boundaries.   9. Keep your finger on the pulse of what's trending, infusing your work with the latest and greatest to ensure it stands out from the crowd.   Skills:   1. A deep understanding of India's digital content landscape and the creators who call it home.   2. Powerful written and verbal communication skills that captivate and inspire.   3. Interest in the realm of influencers and content creators, with a track record of success that speaks for itself.   4. A knack for research and forming opinions supported with data.&amp;nbsp;   5. Masterful time management skills and the ability to juggle multiple hats without breaking a sweat and the ability to effortlessly navigate requests between brands   6. A basic understanding of video production that will add an extra layer of magic to your work.&amp;nbsp;   7. Background in Media, Advertising, Content Writing, Production, Film Making, Talent and an equivalent Bachelors/ Masters Degree.&amp;nbsp;   If you're ready to embark on an exhilarating journey filled with creativity, innovation, and endless possibilities, then we want to hear from you! Join us as we redefine the future of branded content, advertising, and influencer marketing one groundbreaking campaign at a time.   Our values:   1. We build opportunities for our artists, brands and fans; and it’s important for us to be reliable and efficient&amp;nbsp;   2. We demonstrate honesty, excellence and commitment to success&amp;nbsp;   3. ‘It’s not my job’ is not part of our vocabulary, we even stuff envelopes&amp;nbsp;   4. We make mistakes, but only to learn from them to build resilience&amp;nbsp;   5. We take care of ourselves and our colleagues&amp;nbsp;   6. We are our own managers&amp;nbsp;   7. We are committed to equality and inclusion&amp;nbsp;   8. We are mindful of the strain on the Earth's resources and are committed to reversing the trend with our behaviors where possible&amp;nbsp;   Aside from the fact that you can chance upon your favorite comedians, bump into our furry friends while you grab a cup of coffee and get inside access to some of the coolest festivals in the country;   We ensure all our team members get enough down-time:&amp;nbsp;We have monthly mandatory offs. We don't have a punch-in punch-out culture.   We are ready to level up everyday:&amp;nbsp;You bring the passion, we deliver the (countless) opportunities.   We ensure everyone in the OML fam is taken care of:&amp;nbsp;We offer free mental health care for all team members, we have gender neutral POSH &amp; Parental leave policies, and our insurance policies extend to your in-laws as well!   We have fun while we're at it:&amp;nbsp;Game Nights, FRI-YAYs, KnOML and much more!   We recognize talent:&amp;nbsp;You bring the passion, we deliver the (countless) opportunities.   Thank you!   Thank you for taking the time to go through the opportunity we have to offer. &amp;nbsp;   If you apply, please do not share your photo, age, gender, religion or ethnicity in your resume. You do not even need to share your last name. &amp;nbsp;(We want to eliminate biases on any of these parameters while we decide on our shortlisted candidates)   We will get in touch with you if your profile gets shortlisted.   Job Type: Internship",https://in.indeed.com/rc/clk?jk=bc8fcde02cb65d09&bb=B7ybFc64wrc0MeuvTx3bcWu-dviw-BUcmADv3KPakTb-_RBY8H7UONrztGlKHQLUYjP1Zot-648bidxX_Uyl0H9GthQNjcSt6hUY43X4ysGgq0KUgNA4mY2C51lzDUCt&xkcb=SoCn67M3_VMv-yhRfj0GbzkdCdPP&fccid=2505c92d99a0aa4f&cmp=Only-Much-Louder&ti=Branded+Content+Intern+-+Gcn&vjs=3
